respondent_key,split
2015-2016:92307,train
2015-2016:92314,train
2015-2016:92319,train
2015-2016:92320,train
2015-2016:92335,train
2015-2016:92337,train
2015-2016:92338,train
2015-2016:92343,train
2015-2016:92349,train
2015-2016:92353,test
2015-2016:92358,validation
2015-2016:92363,train
2015-2016:92368,validation
2015-2016:92386,train
2015-2016:92389,test
2015-2016:92403,train
2015-2016:92412,train
2015-2016:92413,validation
2015-2016:92419,test
2015-2016:92420,train
2015-2016:92423,train
2015-2016:92427,train
2015-2016:92428,test
2015-2016:92433,train
2015-2016:92448,test
2015-2016:92455,train
2015-2016:92458,train
2015-2016:92478,test
2015-2016:92485,train
2015-2016:92490,train
2015-2016:92492,train
2015-2016:92496,train
2015-2016:92497,train
2015-2016:92499,train
2015-2016:92500,train
2015-2016:92506,train
2015-2016:92510,train
2015-2016:92521,train
2015-2016:92524,train
2015-2016:92526,validation
2015-2016:92533,train
2015-2016:92536,train
2015-2016:92539,train
2015-2016:92540,train
2015-2016:92542,train
2015-2016:92545,validation
2015-2016:92554,train
2015-2016:92566,train
2015-2016:92567,train
2015-2016:92568,train
2015-2016:92574,train
2015-2016:92576,validation
2015-2016:92577,train
2015-2016:92586,train
2015-2016:92590,train
2015-2016:92592,train
2015-2016:92597,train
2015-2016:92598,train
2015-2016:92599,train
2015-2016:92624,train
2015-2016:92631,train
2015-2016:92633,train
2015-2016:92634,train
2015-2016:92641,validation
2015-2016:92642,train
2015-2016:92643,train
2015-2016:92653,train
2015-2016:92657,train
2015-2016:92659,test
2015-2016:92662,train
2015-2016:92663,train
2015-2016:92667,train
2015-2016:92670,train
2015-2016:92674,train
2015-2016:92675,test
2015-2016:92681,train
2015-2016:92690,test
2015-2016:92701,train
2015-2016:92703,train
2015-2016:92715,train
2015-2016:92720,train
2015-2016:92732,train
2015-2016:92737,train
2015-2016:92741,train
2015-2016:92742,train
2015-2016:92743,train
2015-2016:92750,train
2015-2016:92759,train
2015-2016:92761,train
2015-2016:92762,train
2015-2016:92768,validation
2015-2016:92773,train
2015-2016:92788,train
2015-2016:92804,train
2015-2016:92806,test
2015-2016:92812,train
2015-2016:92813,train
2015-2016:92815,train
2015-2016:92817,train
2015-2016:92821,train
2015-2016:92824,validation
2015-2016:92826,train
2015-2016:92827,validation
2015-2016:92832,train
2015-2016:92838,train
2015-2016:92839,test
2015-2016:92845,test
2015-2016:92846,train
2015-2016:92849,train
2015-2016:92854,validation
2015-2016:92858,train
2015-2016:92861,train
2015-2016:92872,train
2015-2016:92878,test
2015-2016:92893,validation
2015-2016:92908,train
2015-2016:92918,train
2015-2016:92921,train
2015-2016:92922,train
2015-2016:92933,train
2015-2016:92939,train
2015-2016:92950,test
2015-2016:92957,train
2015-2016:92961,train
2015-2016:92965,train
2015-2016:92969,train
2015-2016:92975,test
2015-2016:92977,train
2015-2016:92982,validation
2015-2016:92985,validation
2015-2016:92991,train
2015-2016:92998,validation
2015-2016:93000,train
2015-2016:93002,train
2015-2016:93003,validation
2015-2016:93015,train
2015-2016:93016,validation
2015-2016:93024,train
2015-2016:93030,train
2015-2016:93031,train
2015-2016:93039,train
2015-2016:93043,train
2015-2016:93050,test
2015-2016:93065,train
2015-2016:93070,train
2015-2016:93072,train
2015-2016:93073,validation
2015-2016:93074,train
2015-2016:93075,validation
2015-2016:93086,train
2015-2016:93098,train
2015-2016:93100,train
2015-2016:93111,test
2015-2016:93115,train
2015-2016:93120,train
2015-2016:93124,train
2015-2016:93130,test
2015-2016:93135,test
2015-2016:93161,test
2015-2016:93162,train
2015-2016:93169,train
2015-2016:93174,validation
2015-2016:93181,train
2015-2016:93185,train
2015-2016:93189,train
2015-2016:93196,test
2015-2016:93200,train
2015-2016:93202,train
2015-2016:93206,train
2015-2016:93208,test
2015-2016:93209,train
2015-2016:93217,test
2015-2016:93218,train
2015-2016:93222,test
2015-2016:93228,train
2015-2016:93231,train
2015-2016:93235,validation
2015-2016:93238,train
2015-2016:93239,train
2015-2016:93240,validation
2015-2016:93244,validation
2015-2016:93250,train
2015-2016:93253,train
2015-2016:93260,train
2015-2016:93261,train
2015-2016:93262,test
2015-2016:93272,train
2015-2016:93275,train
2015-2016:93279,validation
2015-2016:93285,train
2015-2016:93294,train
2015-2016:93299,validation
2015-2016:93305,test
2015-2016:93306,validation
2015-2016:93317,train
2015-2016:93319,test
2015-2016:93322,validation
2015-2016:93325,validation
2015-2016:93330,train
2015-2016:93333,train
2015-2016:93340,validation
2015-2016:93345,train
2015-2016:93352,train
2015-2016:93361,test
2015-2016:93365,validation
2015-2016:93368,validation
2015-2016:93374,test
2015-2016:93375,train
2015-2016:93383,train
2015-2016:93384,train
2015-2016:93391,train
2015-2016:93392,train
2015-2016:93396,train
2015-2016:93412,train
2015-2016:93413,train
2015-2016:93417,train
2015-2016:93428,train
2015-2016:93429,test
2015-2016:93430,train
2015-2016:93434,train
2015-2016:93436,train
2015-2016:93438,train
2015-2016:93457,train
2015-2016:93459,train
2015-2016:93476,validation
2015-2016:93483,validation
2015-2016:93488,train
2015-2016:93493,train
2015-2016:93495,train
2015-2016:93499,train
2015-2016:93502,test
2015-2016:93503,validation
2015-2016:93508,validation
2015-2016:93509,validation
2015-2016:93511,train
2015-2016:93514,test
2015-2016:93524,train
2015-2016:93529,validation
2015-2016:93531,train
2015-2016:93535,train
2015-2016:93537,train
2015-2016:93539,train
2015-2016:93544,train
2015-2016:93545,test
2015-2016:93549,validation
2015-2016:93555,train
2015-2016:93556,test
2015-2016:93562,train
2015-2016:93567,train
2015-2016:93600,train
2015-2016:93602,test
2015-2016:93606,train
2015-2016:93610,validation
2015-2016:93612,train
2015-2016:93614,test
2015-2016:93643,validation
2015-2016:93644,train
2015-2016:93646,train
2015-2016:93654,test
2015-2016:93661,validation
2015-2016:93668,train
2015-2016:93672,train
2015-2016:93677,train
2015-2016:93686,test
2015-2016:93687,validation
2015-2016:93689,train
2015-2016:93695,train
2015-2016:93702,train
2021-2023:130380,train
2021-2023:130387,train
2021-2023:130391,train
2021-2023:130392,train
2021-2023:130396,train
2021-2023:130397,train
2021-2023:130404,train
2021-2023:130406,test
2021-2023:130407,train
2021-2023:130413,train
2021-2023:130419,train
2021-2023:130430,train
2021-2023:130433,train
2021-2023:130437,train
2021-2023:130444,train
2021-2023:130456,test
2021-2023:130457,test
2021-2023:130461,train
2021-2023:130473,test
2021-2023:130478,train
2021-2023:130480,train
2021-2023:130500,train
2021-2023:130506,test
2021-2023:130515,train
2021-2023:130523,train
2021-2023:130530,train
2021-2023:130541,train
2021-2023:130542,train
2021-2023:130550,train
2021-2023:130552,train
2021-2023:130553,train
2021-2023:130556,train
2021-2023:130568,train
2021-2023:130569,train
2021-2023:130571,train
2021-2023:130587,test
2021-2023:130590,train
2021-2023:130596,validation
2021-2023:130599,train
2021-2023:130601,validation
2021-2023:130607,test
2021-2023:130609,test
2021-2023:130617,train
2021-2023:130623,validation
2021-2023:130634,train
2021-2023:130636,validation
2021-2023:130640,train
2021-2023:130645,test
2021-2023:130665,train
2021-2023:130670,train
2021-2023:130671,train
2021-2023:130674,train
2021-2023:130676,validation
2021-2023:130683,train
2021-2023:130697,train
2021-2023:130698,test
2021-2023:130701,train
2021-2023:130703,train
2021-2023:130707,train
2021-2023:130708,train
2021-2023:130717,test
2021-2023:130725,train
2021-2023:130729,train
2021-2023:130730,validation
2021-2023:130742,train
2021-2023:130744,train
2021-2023:130745,validation
2021-2023:130761,train
2021-2023:130762,train
2021-2023:130763,train
2021-2023:130776,train
2021-2023:130779,train
2021-2023:130780,train
2021-2023:130791,train
2021-2023:130792,train
2021-2023:130800,validation
2021-2023:130807,validation
2021-2023:130828,test
2021-2023:130829,train
2021-2023:130833,train
2021-2023:130846,train
2021-2023:130848,train
2021-2023:130850,train
2021-2023:130855,validation
2021-2023:130857,test
2021-2023:130861,train
2021-2023:130865,validation
2021-2023:130871,train
2021-2023:130878,train
2021-2023:130881,validation
2021-2023:130888,test
2021-2023:130893,train
2021-2023:130895,train
2021-2023:130899,validation
2021-2023:130900,train
2021-2023:130911,train
2021-2023:130922,train
2021-2023:130923,train
2021-2023:130926,train
2021-2023:130928,validation
2021-2023:130936,train
2021-2023:130939,validation
2021-2023:130944,train
2021-2023:130949,validation
2021-2023:130951,train
2021-2023:130960,validation
2021-2023:130964,train
2021-2023:130966,validation
2021-2023:130968,train
2021-2023:130972,train
2021-2023:130981,train
2021-2023:130982,train
2021-2023:130988,train
2021-2023:130995,train
2021-2023:131001,validation
2021-2023:131002,train
2021-2023:131006,train
2021-2023:131007,train
2021-2023:131017,train
2021-2023:131019,train
2021-2023:131023,train
2021-2023:131031,test
2021-2023:131032,train
2021-2023:131033,test
2021-2023:131044,train
2021-2023:131049,train
2021-2023:131056,train
2021-2023:131060,train
2021-2023:131063,train
2021-2023:131064,test
2021-2023:131082,validation
2021-2023:131084,test
2021-2023:131086,train
2021-2023:131094,train
2021-2023:131097,train
2021-2023:131099,train
2021-2023:131102,test
2021-2023:131106,validation
2021-2023:131108,test
2021-2023:131120,train
2021-2023:131130,validation
2021-2023:131139,test
2021-2023:131144,train
2021-2023:131147,train
2021-2023:131157,train
2021-2023:131169,train
2021-2023:131173,validation
2021-2023:131182,validation
2021-2023:131183,train
2021-2023:131195,train
2021-2023:131209,train
2021-2023:131211,train
2021-2023:131215,train
2021-2023:131221,train
2021-2023:131225,train
2021-2023:131226,train
2021-2023:131240,validation
2021-2023:131242,train
2021-2023:131248,train
2021-2023:131249,test
2021-2023:131250,train
2021-2023:131268,test
2021-2023:131277,train
2021-2023:131287,train
2021-2023:131291,train
2021-2023:131297,train
2021-2023:131300,train
2021-2023:131307,train
2021-2023:131309,train
2021-2023:131312,train
2021-2023:131315,validation
2021-2023:131327,train
2021-2023:131332,validation
2021-2023:131349,test
2021-2023:131353,train
2021-2023:131362,test
2021-2023:131363,train
2021-2023:131366,train
2021-2023:131368,train
2021-2023:131372,train
2021-2023:131373,train
2021-2023:131379,test
2021-2023:131387,train
2021-2023:131391,train
2021-2023:131396,validation
2021-2023:131400,train
2021-2023:131408,train
2021-2023:131412,test
2021-2023:131416,train
2021-2023:131426,train
2021-2023:131433,validation
2021-2023:131437,train
2021-2023:131438,train
2021-2023:131444,validation
2021-2023:131452,train
2021-2023:131455,train
2021-2023:131457,validation
2021-2023:131463,train
2021-2023:131476,train
2021-2023:131481,test
2021-2023:131483,train
2021-2023:131495,train
2021-2023:131498,train
2021-2023:131506,train
2021-2023:131507,train
2021-2023:131508,train
2021-2023:131510,train
2021-2023:131512,test
2021-2023:131513,train
2021-2023:131521,train
2021-2023:131530,train
2021-2023:131532,train
2021-2023:131538,train
2021-2023:131541,train
2021-2023:131544,test
2021-2023:131549,train
2021-2023:131550,train
2021-2023:131554,validation
2021-2023:131556,train
2021-2023:131561,train
2021-2023:131568,train
2021-2023:131594,train
2021-2023:131602,validation
2021-2023:131604,train
2021-2023:131619,validation
2021-2023:131621,validation
2021-2023:131624,train
2021-2023:131625,train
2021-2023:131631,test
2021-2023:131637,train
2021-2023:131658,train
2021-2023:131669,train
2021-2023:131671,test
2021-2023:131681,train
2021-2023:131701,train
2021-2023:131702,train
2021-2023:131708,test
2021-2023:131713,validation
2021-2023:131714,validation
2021-2023:131716,train
2021-2023:131730,test
2021-2023:131736,test
2021-2023:131742,train
2021-2023:131752,validation
2021-2023:131756,train
2021-2023:131760,test
2021-2023:131762,train
2021-2023:131773,train
2021-2023:131775,test
2021-2023:131782,train
2021-2023:131796,train
2021-2023:131798,train
2021-2023:131803,test
2021-2023:131804,test
2021-2023:131807,train
2021-2023:131816,train
2021-2023:131828,train
2021-2023:131833,train
2021-2023:131840,train
2021-2023:131851,train
2021-2023:131866,test
2021-2023:131867,validation
2021-2023:131871,train
2021-2023:131875,validation
2021-2023:131876,train
2021-2023:131891,train
2021-2023:131898,train
2021-2023:131936,test
2021-2023:131938,validation
2021-2023:131939,test
2021-2023:131940,train
2021-2023:131944,train
2021-2023:131948,train
2021-2023:131962,train
2021-2023:131970,train
2021-2023:131972,train
2021-2023:131974,train
2021-2023:131976,train
2021-2023:131988,train
2021-2023:131992,train
2021-2023:131999,train
2021-2023:132006,test
2021-2023:132028,train
2021-2023:132029,train
2021-2023:132048,train
2021-2023:132056,train
2021-2023:132059,test
2021-2023:132071,validation
2021-2023:132085,test
2021-2023:132088,validation
2021-2023:132093,validation
2021-2023:132102,test
2021-2023:132109,test
2021-2023:132116,train
2021-2023:132121,train
2021-2023:132124,test
2021-2023:132132,train
2021-2023:132134,train
2021-2023:132141,validation
2021-2023:132142,validation
2021-2023:132143,test
2021-2023:132146,train
2021-2023:132147,validation
2021-2023:132151,train
2021-2023:132155,train
2021-2023:132185,train
2021-2023:132192,train
2021-2023:132197,test
2021-2023:132198,train
2021-2023:132201,validation
2021-2023:132202,train
2021-2023:132211,train
2021-2023:132236,train
2021-2023:132243,train
2021-2023:132245,train
2021-2023:132253,train
2021-2023:132256,validation
2021-2023:132260,validation
2021-2023:132262,train
2021-2023:132267,train
2021-2023:132271,train
2021-2023:132280,test
2021-2023:132282,validation
2021-2023:132289,train
2021-2023:132297,train
2021-2023:132302,train
2021-2023:132309,train
2021-2023:132310,train
2021-2023:132312,train
2021-2023:132316,train
2021-2023:132318,validation
2021-2023:132322,validation
2021-2023:132326,train
2021-2023:132333,train
2021-2023:132335,train
2021-2023:132336,train
2021-2023:132337,train
2021-2023:132339,train
2021-2023:132341,train
2021-2023:132342,test
2021-2023:132351,train
2021-2023:132352,train
2021-2023:132354,train
2021-2023:132358,train
2021-2023:132363,train
2021-2023:132366,train
2021-2023:132386,validation
2021-2023:132389,train
2021-2023:132393,train
2021-2023:132394,validation
2021-2023:132399,train
2021-2023:132402,train
2021-2023:132407,train
2021-2023:132412,test
2021-2023:132422,validation
2021-2023:132425,train
2021-2023:132433,train
2021-2023:132445,train
2021-2023:132454,train
2021-2023:132471,train
2021-2023:132474,test
2021-2023:132479,validation
2021-2023:132486,test
2021-2023:132505,train
2021-2023:132507,validation
2021-2023:132508,test
2021-2023:132514,validation
2021-2023:132522,validation
2021-2023:132523,train
2021-2023:132526,train
2021-2023:132529,validation
2021-2023:132534,train
2021-2023:132550,test
2021-2023:132552,train
2021-2023:132554,train
2021-2023:132556,train
2021-2023:132559,train
2021-2023:132560,train
2021-2023:132570,train
2021-2023:132571,test
2021-2023:132579,train
2021-2023:132584,train
2021-2023:132585,train
2021-2023:132591,test
2021-2023:132596,train
2021-2023:132601,validation
2021-2023:132610,validation
2021-2023:132619,train
2021-2023:132632,train
2021-2023:132633,test
2021-2023:132638,train
2021-2023:132645,train
2021-2023:132655,train
2021-2023:132667,test
2021-2023:132672,test
2021-2023:132675,test
2021-2023:132676,train
2021-2023:132691,train
2021-2023:132696,test
2021-2023:132699,train
2021-2023:132705,train
2021-2023:132706,validation
2021-2023:132710,test
2021-2023:132720,test
2021-2023:132724,train
2021-2023:132727,train
2021-2023:132728,train
2021-2023:132732,train
2021-2023:132733,train
2021-2023:132741,validation
2021-2023:132746,train
2021-2023:132749,train
2021-2023:132754,train
2021-2023:132755,test
2021-2023:132757,train
2021-2023:132758,train
2021-2023:132761,test
2021-2023:132762,train
2021-2023:132782,train
2021-2023:132784,validation
2021-2023:132785,test
2021-2023:132804,validation
2021-2023:132805,train
2021-2023:132807,test
2021-2023:132817,train
2021-2023:132818,validation
2021-2023:132821,train
2021-2023:132832,validation
2021-2023:132838,train
2021-2023:132850,test
2021-2023:132851,train
2021-2023:132855,train
2021-2023:132864,train
2021-2023:132868,validation
2021-2023:132871,train
2021-2023:132872,validation
2021-2023:132880,validation
2021-2023:132881,train
2021-2023:132889,train
2021-2023:132891,train
2021-2023:132904,train
2021-2023:132910,train
2021-2023:132913,train
2021-2023:132914,test
2021-2023:132917,train
2021-2023:132925,train
2021-2023:132926,train
2021-2023:132932,train
2021-2023:132941,test
2021-2023:132949,train
2021-2023:132952,validation
2021-2023:132958,train
2021-2023:132964,test
2021-2023:132970,test
2021-2023:132971,validation
2021-2023:132972,train
2021-2023:132983,validation
2021-2023:132990,train
2021-2023:132994,test
2021-2023:133001,train
2021-2023:133010,test
2021-2023:133013,train
2021-2023:133014,validation
2021-2023:133015,train
2021-2023:133020,train
2021-2023:133023,train
2021-2023:133033,train
2021-2023:133034,test
2021-2023:133035,validation
2021-2023:133038,train
2021-2023:133040,test
2021-2023:133041,train
2021-2023:133044,train
2021-2023:133049,validation
2021-2023:133051,test
2021-2023:133056,train
2021-2023:133057,validation
2021-2023:133058,test
2021-2023:133068,test
2021-2023:133074,train
2021-2023:133075,train
2021-2023:133082,train
2021-2023:133086,train
2021-2023:133089,train
2021-2023:133097,validation
2021-2023:133104,train
2021-2023:133105,train
2021-2023:133106,train
2021-2023:133109,train
2021-2023:133115,train
2021-2023:133117,test
2021-2023:133118,train
2021-2023:133127,train
2021-2023:133130,test
2021-2023:133131,test
2021-2023:133140,train
2021-2023:133150,train
2021-2023:133161,train
2021-2023:133169,test
2021-2023:133170,validation
2021-2023:133192,train
2021-2023:133194,validation
2021-2023:133198,train
2021-2023:133206,train
2021-2023:133209,test
2021-2023:133222,train
2021-2023:133224,train
2021-2023:133225,train
2021-2023:133231,test
2021-2023:133233,test
2021-2023:133243,train
2021-2023:133246,train
2021-2023:133250,train
2021-2023:133253,validation
2021-2023:133261,train
2021-2023:133262,train
2021-2023:133267,test
2021-2023:133277,train
2021-2023:133283,train
2021-2023:133284,train
2021-2023:133285,test
2021-2023:133298,train
2021-2023:133302,train
2021-2023:133305,train
2021-2023:133310,train
2021-2023:133312,test
2021-2023:133316,train
2021-2023:133324,train
2021-2023:133330,train
2021-2023:133335,test
2021-2023:133336,validation
2021-2023:133337,train
2021-2023:133340,train
2021-2023:133342,train
2021-2023:133353,validation
2021-2023:133358,validation
2021-2023:133369,test
2021-2023:133370,test
2021-2023:133378,train
2021-2023:133382,train
2021-2023:133383,train
2021-2023:133390,validation
2021-2023:133396,train
2021-2023:133399,train
2021-2023:133400,validation
2021-2023:133406,train
2021-2023:133427,test
2021-2023:133434,test
2021-2023:133439,train
2021-2023:133441,train
2021-2023:133444,train
2021-2023:133457,train
2021-2023:133465,train
2021-2023:133470,test
2021-2023:133476,validation
2021-2023:133477,test
2021-2023:133478,validation
2021-2023:133489,train
2021-2023:133511,train
2021-2023:133520,test
2021-2023:133524,train
2021-2023:133525,train
2021-2023:133535,train
2021-2023:133538,train
2021-2023:133543,train
2021-2023:133547,validation
2021-2023:133548,test
2021-2023:133551,train
2021-2023:133555,test
2021-2023:133560,train
2021-2023:133569,validation
2021-2023:133583,test
2021-2023:133590,train
2021-2023:133595,train
2021-2023:133598,train
2021-2023:133613,train
2021-2023:133617,train
2021-2023:133621,train
2021-2023:133624,train
2021-2023:133638,train
2021-2023:133640,train
2021-2023:133641,train
2021-2023:133646,train
2021-2023:133648,train
2021-2023:133659,test
2021-2023:133669,validation
2021-2023:133676,train
2021-2023:133680,validation
2021-2023:133683,train
2021-2023:133685,train
2021-2023:133693,train
2021-2023:133700,train
2021-2023:133702,train
2021-2023:133712,train
2021-2023:133717,validation
2021-2023:133723,train
2021-2023:133725,train
2021-2023:133726,train
2021-2023:133730,train
2021-2023:133742,test
2021-2023:133751,validation
2021-2023:133760,train
2021-2023:133765,train
2021-2023:133769,train
2021-2023:133772,validation
2021-2023:133773,validation
2021-2023:133779,train
2021-2023:133780,validation
2021-2023:133784,train
2021-2023:133791,validation
2021-2023:133799,train
2021-2023:133801,train
2021-2023:133810,train
2021-2023:133817,train
2021-2023:133831,train
2021-2023:133835,train
2021-2023:133843,validation
2021-2023:133849,train
2021-2023:133852,train
2021-2023:133857,train
2021-2023:133858,train
2021-2023:133859,test
2021-2023:133868,train
2021-2023:133870,validation
2021-2023:133895,train
2021-2023:133909,train
2021-2023:133911,train
2021-2023:133915,train
2021-2023:133921,validation
2021-2023:133934,train
2021-2023:133936,train
2021-2023:133937,train
2021-2023:133938,train
2021-2023:133940,train
2021-2023:133943,validation
2021-2023:133949,train
2021-2023:133950,train
2021-2023:133954,test
2021-2023:133956,train
2021-2023:133981,train
2021-2023:133992,train
2021-2023:133997,train
2021-2023:134002,train
2021-2023:134003,test
2021-2023:134006,train
2021-2023:134007,train
2021-2023:134010,test
2021-2023:134021,train
2021-2023:134022,test
2021-2023:134024,train
2021-2023:134025,train
2021-2023:134029,validation
2021-2023:134045,train
2021-2023:134049,train
2021-2023:134051,train
2021-2023:134054,test
2021-2023:134071,validation
2021-2023:134072,test
2021-2023:134083,train
2021-2023:134084,train
2021-2023:134089,train
2021-2023:134090,train
2021-2023:134092,validation
2021-2023:134093,train
2021-2023:134095,validation
2021-2023:134105,test
2021-2023:134106,train
2021-2023:134129,train
2021-2023:134141,train
2021-2023:134146,test
2021-2023:134151,train
2021-2023:134166,train
2021-2023:134169,train
2021-2023:134171,train
2021-2023:134172,train
2021-2023:134184,train
2021-2023:134186,train
2021-2023:134187,train
2021-2023:134201,validation
2021-2023:134210,test
2021-2023:134215,test
2021-2023:134217,train
2021-2023:134218,test
2021-2023:134225,train
2021-2023:134227,train
2021-2023:134233,train
2021-2023:134234,train
2021-2023:134235,train
2021-2023:134237,train
2021-2023:134249,test
2021-2023:134253,train
2021-2023:134254,train
2021-2023:134262,validation
2021-2023:134264,train
2021-2023:134265,train
2021-2023:134268,train
2021-2023:134269,train
2021-2023:134271,test
2021-2023:134272,train
2021-2023:134280,test
2021-2023:134284,train
2021-2023:134298,validation
2021-2023:134311,train
2021-2023:134312,validation
2021-2023:134319,validation
2021-2023:134323,train
2021-2023:134332,train
2021-2023:134337,test
2021-2023:134340,train
2021-2023:134350,train
2021-2023:134356,train
2021-2023:134357,train
2021-2023:134366,test
2021-2023:134373,train
2021-2023:134383,validation
2021-2023:134388,test
2021-2023:134389,train
2021-2023:134392,test
2021-2023:134403,train
2021-2023:134404,train
2021-2023:134407,train
2021-2023:134412,train
2021-2023:134414,train
2021-2023:134425,train
2021-2023:134453,train
2021-2023:134457,train
2021-2023:134464,train
2021-2023:134467,train
2021-2023:134489,train
2021-2023:134506,train
2021-2023:134507,train
2021-2023:134511,train
2021-2023:134530,train
2021-2023:134531,train
2021-2023:134533,test
2021-2023:134535,train
2021-2023:134536,train
2021-2023:134538,train
2021-2023:134550,train
2021-2023:134560,test
2021-2023:134564,train
2021-2023:134571,train
2021-2023:134572,train
2021-2023:134574,train
2021-2023:134582,train
2021-2023:134583,train
2021-2023:134585,train
2021-2023:134590,train
2021-2023:134591,train
2021-2023:134598,validation
2021-2023:134602,test
2021-2023:134609,train
2021-2023:134612,train
2021-2023:134613,test
2021-2023:134616,train
2021-2023:134617,train
2021-2023:134625,validation
2021-2023:134626,train
2021-2023:134634,validation
2021-2023:134645,validation
2021-2023:134665,test
2021-2023:134666,train
2021-2023:134675,train
2021-2023:134676,train
2021-2023:134677,train
2021-2023:134683,train
2021-2023:134684,validation
2021-2023:134712,train
2021-2023:134713,test
2021-2023:134721,train
2021-2023:134722,train
2021-2023:134724,train
2021-2023:134726,test
2021-2023:134730,train
2021-2023:134746,train
2021-2023:134753,train
2021-2023:134759,test
2021-2023:134770,train
2021-2023:134771,train
2021-2023:134772,train
2021-2023:134778,train
2021-2023:134781,validation
2021-2023:134791,test
2021-2023:134802,train
2021-2023:134804,train
2021-2023:134805,train
2021-2023:134806,validation
2021-2023:134812,train
2021-2023:134821,train
2021-2023:134824,train
2021-2023:134825,train
2021-2023:134826,train
2021-2023:134831,train
2021-2023:134834,train
2021-2023:134845,train
2021-2023:134850,test
2021-2023:134851,test
2021-2023:134859,train
2021-2023:134874,train
2021-2023:134879,validation
2021-2023:134886,train
2021-2023:134890,train
2021-2023:134896,train
2021-2023:134902,train
2021-2023:134910,train
2021-2023:134919,train
2021-2023:134922,train
2021-2023:134926,train
2021-2023:134927,test
2021-2023:134928,validation
2021-2023:134929,test
2021-2023:134935,train
2021-2023:134940,train
2021-2023:134941,train
2021-2023:134945,train
2021-2023:134947,validation
2021-2023:134951,train
2021-2023:134953,validation
2021-2023:134962,train
2021-2023:134963,train
2021-2023:134965,train
2021-2023:134967,test
2021-2023:134969,train
2021-2023:134970,train
2021-2023:134972,train
2021-2023:134976,train
2021-2023:134980,test
2021-2023:134992,train
2021-2023:134995,train
2021-2023:134998,test
2021-2023:135000,train
2021-2023:135003,train
2021-2023:135011,test
2021-2023:135024,validation
2021-2023:135035,train
2021-2023:135036,train
2021-2023:135039,train
2021-2023:135041,train
2021-2023:135043,train
2021-2023:135057,train
2021-2023:135066,validation
2021-2023:135069,test
2021-2023:135072,validation
2021-2023:135077,train
2021-2023:135078,train
2021-2023:135093,train
2021-2023:135095,train
2021-2023:135101,train
2021-2023:135103,train
2021-2023:135108,validation
2021-2023:135124,train
2021-2023:135126,train
2021-2023:135129,train
2021-2023:135131,validation
2021-2023:135134,test
2021-2023:135138,test
2021-2023:135142,train
2021-2023:135146,train
2021-2023:135150,train
2021-2023:135153,train
2021-2023:135156,validation
2021-2023:135176,train
2021-2023:135181,test
2021-2023:135189,validation
2021-2023:135194,test
2021-2023:135199,train
2021-2023:135203,train
2021-2023:135210,test
2021-2023:135216,train
2021-2023:135223,train
2021-2023:135227,train
2021-2023:135238,train
2021-2023:135240,train
2021-2023:135241,train
2021-2023:135249,validation
2021-2023:135270,train
2021-2023:135287,validation
2021-2023:135300,train
2021-2023:135302,train
2021-2023:135305,validation
2021-2023:135308,train
2021-2023:135312,test
2021-2023:135314,train
2021-2023:135316,test
2021-2023:135318,test
2021-2023:135330,validation
2021-2023:135339,train
2021-2023:135344,validation
2021-2023:135345,train
2021-2023:135346,train
2021-2023:135358,train
2021-2023:135372,train
2021-2023:135375,validation
2021-2023:135382,validation
2021-2023:135388,test
2021-2023:135389,train
2021-2023:135404,train
2021-2023:135405,train
2021-2023:135407,train
2021-2023:135413,train
2021-2023:135423,test
2021-2023:135427,train
2021-2023:135428,train
2021-2023:135432,train
2021-2023:135437,train
2021-2023:135447,test
2021-2023:135449,train
2021-2023:135450,test
2021-2023:135466,train
2021-2023:135470,test
2021-2023:135479,test
2021-2023:135485,test
2021-2023:135493,validation
2021-2023:135498,test
2021-2023:135503,train
2021-2023:135504,train
2021-2023:135517,train
2021-2023:135519,train
2021-2023:135535,train
2021-2023:135536,train
2021-2023:135546,train
2021-2023:135551,train
2021-2023:135555,train
2021-2023:135556,train
2021-2023:135564,train
2021-2023:135566,train
2021-2023:135573,test
2021-2023:135598,train
2021-2023:135609,test
2021-2023:135628,train
2021-2023:135638,train
2021-2023:135643,test
2021-2023:135650,train
2021-2023:135653,train
2021-2023:135654,test
2021-2023:135663,test
2021-2023:135672,train
2021-2023:135674,train
2021-2023:135682,validation
2021-2023:135688,train
2021-2023:135706,train
2021-2023:135712,train
2021-2023:135719,train
2021-2023:135733,train
2021-2023:135740,train
2021-2023:135745,validation
2021-2023:135747,validation
2021-2023:135768,train
2021-2023:135777,train
2021-2023:135781,train
2021-2023:135790,test
2021-2023:135792,train
2021-2023:135797,train
2021-2023:135823,validation
2021-2023:135826,train
2021-2023:135834,train
2021-2023:135844,train
2021-2023:135845,train
2021-2023:135848,train
2021-2023:135849,train
2021-2023:135851,validation
2021-2023:135858,test
2021-2023:135872,train
2021-2023:135876,test
2021-2023:135882,train
2021-2023:135893,train
2021-2023:135898,train
2021-2023:135906,train
2021-2023:135908,train
2021-2023:135914,train
2021-2023:135920,train
2021-2023:135928,validation
2021-2023:135938,train
2021-2023:135940,validation
2021-2023:135941,train
2021-2023:135943,train
2021-2023:135952,test
2021-2023:135955,test
2021-2023:135957,validation
2021-2023:135960,train
2021-2023:135962,train
2021-2023:135964,test
2021-2023:135966,train
2021-2023:135980,train
2021-2023:135982,train
2021-2023:135983,test
